0,0.1,0.0,0.3,0.4,0.0
10.0,-12.425,0.0,-4.775,7.8,0.0
20.0,-24.95,0.0,-9.85,15.2,0.0
30.0,-37.475,0.0,-14.925,22.6,0.0
40.0,-50.0,0.0,-20.0,30.0,0.0
37.75551102204409,-50.56112224448898,0.0,-18.877755511022045,28.316633266533067,0.0
36.633266533066134,-50.84168336673347,0.0,-18.316633266533067,27.4749498997996,0.0
34.388777555110224,-51.40280561122245,0.0,-17.194388777555112,25.791583166332664,0.0
33.26653306613227,-51.68336673346693,0.0,-16.633266533066134,24.9498997995992,0.0
31.02204408817635,-52.24448897795591,0.0,-15.511022044088175,23.266533066132265,0.0
29.8997995991984,-52.5250501002004,0.0,-14.9498997995992,22.4248496993988,0.0
27.655310621242485,-53.08617234468938,0.0,-13.827655310621243,20.741482965931866,0.0
26.53306613226453,-53.366733466933866,0.0,-13.266533066132265,19.8997995991984,0.0
24.28857715430862,-53.92785571142284,0.0,-12.14428857715431,18.216432865731463,0.0
23.16633266533066,-54.208416833667336,0.0,-11.58316633266533,17.374749498997996,0.0
20.92184368737475,-54.76953907815631,0.0,-10.460921843687375,15.691382765531062,0.0
19.7995991983968,-55.0501002004008,0.0,-9.8997995991984,14.849699398797597,0.0
17.555110220440884,-55.611222444889776,0.0,-8.777555110220442,13.16633266533066,0.0
16.43286573146293,-55.89178356713427,0.0,-8.216432865731464,12.324649298597198,0.0
14.188376753507015,-56.452905811623246,0.0,-7.094188376753507,10.641282565130261,0.0
13.066132264529063,-56.73346693386773,0.0,-6.533066132264532,9.799599198396798,0.0
10.82164328657315,-57.294589178356716,0.0,-5.410821643286575,8.116232464929862,0.0
9.69939879759519,-57.5751503006012,0.0,-4.849699398797595,7.274549098196392,0.0
7.454909819639283,-58.13627254509018,0.0,-3.7274549098196417,5.5911823647294625,0.0
6.332665330661321,-58.41683366733467,0.0,-3.1663326653306605,4.7494989979959925,0.0
4.0881763527054105,-58.97795591182365,0.0,-2.0440881763527052,3.0661322645290596,0.0
2.965931863727455,-59.258517034068134,0.0,-1.4829659318637276,2.224448897795593,0.0
0.7214428857715447,-59.81963927855711,0.0,-0.36072144288577235,0.5410821643286567,0.0
-0.5511022044088121,-59.49899799599199,0.0,-1.6533066132264362,0.0,0.0
-3.637274549098194,-56.6933867735471,0.0,-10.911823647294582,0.0,0.0
-5.180360721442884,-55.29058116232465,0.0,-15.541082164328655,0.0,0.0
-8.266533066132267,-52.48496993987976,0.0,-24.7995991983968,0.0,0.0
-9.809619238476946,-51.08216432865732,0.0,-29.42885771543084,0.0,0.0
-12.895791583166329,-48.27655310621243,0.0,-38.687374749498986,0.0,0.0
-14.438877755511019,-46.873747494989985,0.0,-43.31663326653306,0.0,0.0
-17.525050100200403,-44.06813627254509,0.0,-52.5751503006012,0.0,0.0
-19.068136272545082,-42.665330661322656,0.0,-57.20440881763525,0.0,0.0
-22.154308617234463,-39.85971943887776,0.0,-66.46292585170339,0.0,0.0
-23.697394789579153,-38.45691382765531,0.0,-71.09218436873746,0.0,0.0
-26.783567134268537,-35.65130260521042,0.0,-80.35070140280561,0.0,0.0
-28.326653306613228,-34.24849699398797,0.0,-84.97995991983969,0.0,0.0
-31.412825651302597,-31.442885771543093,0.0,-94.23847695390779,0.0,0.0
-32.95591182364729,-30.040080160320645,0.0,-98.86773547094187,0.0,0.0
-36.04208416833667,-27.234468937875754,0.0,-108.12625250501002,0.0,0.0
-37.585170340681366,-25.831663326653306,0.0,-112.75551102204409,0.0,0.0
-40.67134268537073,-23.026052104208425,0.0,-122.0140280561122,0.0,0.0
-42.214428857715426,-21.623246492985977,0.0,-126.64328657314627,0.0,0.0
-45.300601202404806,-18.817635270541082,0.0,-135.90180360721442,0.0,0.0
-46.8436873747495,-17.41482965931864,0.0,-140.53106212424848,0.0,0.0
-49.92985971943888,-14.609218436873746,0.0,-149.78957915831663,0.0,0.0
-51.47294589178357,-13.206412825651299,0.0,-154.41883767535072,0.0,0.0
-54.55911823647293,-10.400801603206425,0.0,-163.67735470941878,0.0,0.0
-55.0,-10.0,0.0,-165.0,0.0,0.0
-59.64929859719437,-7.094188376753521,0.0,-165.0,-1.1623246492985917,0.0
-61.893787575150284,-5.691382765531074,0.0,-165.0,-1.7234468937875702,0.0
-66.3827655310621,-2.8857715430861823,0.0,-165.0,-2.8456913827655272,0.0
-68.62725450901803,-1.4829659318637347,0.0,-165.0,-3.4068136272545058,0.0
-73.11623246492985,1.322645290581157,0.0,-165.0,-4.529058116232463,0.0
-75.36072144288576,2.725450901803603,0.0,-165.0,-5.090180360721441,0.0
-79.8496993987976,5.531062124248496,0.0,-165.0,-6.212424849699398,0.0
-82.09418837675351,6.93386773547094,0.0,-165.0,-6.773547094188377,0.0
-86.58316633266534,9.739478957915836,0.0,-165.0,-7.895791583166334,0.0
-88.82765531062122,11.142284569138262,0.0,-165.0,-8.456913827655304,0.0
-93.31663326653305,13.947895791583154,0.0,-165.0,-9.579158316633261,0.0
-95.56112224448896,15.350701402805601,0.0,-165.0,-10.14028056112224,0.0
-100.05010020040079,18.156312625250493,0.0,-165.0,-11.262525050100198,0.0
-102.2945891783567,19.55911823647294,0.0,-165.0,-11.823647294589176,0.0
-106.78356713426854,22.36472945891783,0.0,-165.0,-12.945891783567133,0.0
-109.02805611222445,23.767535070140276,0.0,-165.0,-13.507014028056112,0.0
-113.51703406813627,26.57314629258517,0.0,-165.0,-14.629258517034069,0.0
-115.76152304609218,27.97595190380762,0.0,-165.0,-15.190380761523047,0.0
-120.25050100200401,30.781563126252507,0.0,-165.0,-16.312625250501004,0.0
-122.49498997995993,32.184368737474955,0.0,-165.0,-16.87374749498998,0.0
-126.98396793587176,34.98997995991985,0.0,-165.0,-17.99599198396794,0.0
-129.22845691382767,36.3927855711423,0.0,-165.0,-18.557114228456918,0.0
-133.71743486973944,39.19839679358715,0.0,-165.0,-19.67935871743486,0.0
-135.3006012024048,40.12024048096192,0.0,-164.81963927855713,-20.0,0.0
-136.70340681362725,40.681362725450896,0.0,-163.97795591182364,-20.0,0.0
-137.40480961923848,40.96192384769539,0.0,-163.55711422845692,-20.0,0.0
-138.80761523046093,41.523046092184366,0.0,-162.71543086172346,-20.0,0.0
